,Country,type2,tpm
972,US-IBD,D,0.010119
973,US-IBD,D,0
974,US-IBD,D,0
975,US-IBD,D,0.04247
976,US-IBD,D,0.067663
977,US-IBD,D,0
978,US-IBD,D,0
979,US-IBD,D,0
980,US-IBD,D,0
981,US-IBD,D,0
982,US-IBD,D,0
983,US-IBD,D,0.035145
984,US-IBD,D,0.026252
985,US-IBD,D,0
986,US-IBD,D,0
987,US-IBD,D,0
988,US-IBD,D,0
989,US-IBD,D,0
990,US-IBD,D,0
991,US-IBD,D,0
992,US-IBD,D,0
993,US-IBD,D,0.153979
994,US-IBD,D,0
995,US-IBD,D,0
996,US-IBD,D,0
997,US-IBD,D,0
998,US-IBD,D,0.016343
999,US-IBD,D,0
1000,US-IBD,D,0.17732
1001,US-IBD,D,0.109362
1002,US-IBD,D,0
1003,US-IBD,D,0.051636
1004,US-IBD,D,0.148958
1005,US-IBD,D,0
1006,US-IBD,D,0
1007,US-IBD,D,0
1008,US-IBD,D,0
1009,US-IBD,D,0
1010,US-IBD,D,0
1011,US-IBD,D,0
1012,US-IBD,D,0.024802
1013,US-IBD,D,0.027246
1014,US-IBD,D,0.055461
1015,US-IBD,D,0.010863
1016,US-IBD,D,0.027287
1017,US-IBD,D,0.036483
1018,US-IBD,D,0
1019,US-IBD,D,0
1020,US-IBD,D,0.022373
1021,US-IBD,D,0.019095
1022,US-IBD,D,0
1023,US-IBD,D,0.047068
1024,US-IBD,D,0.211658
1025,US-IBD,D,0
1026,US-IBD,D,0.113312
1027,US-IBD,D,0.026121
1028,US-IBD,D,0
1029,US-IBD,D,0
1030,US-IBD,D,0.024496
1031,US-IBD,D,0.039127
1032,US-IBD,D,0
1033,US-IBD,D,0.033956
1034,US-IBD,D,0
1035,US-IBD,D,0.039271
1036,US-IBD,D,0
1037,US-IBD,D,0
1038,US-IBD,D,0
1039,US-IBD,D,0
1040,US-IBD,D,0.020887
1041,US-IBD,D,0.043399
1042,US-IBD,D,0
1043,US-IBD,D,0.075419
1044,US-IBD,D,0
1045,US-IBD,D,0
1046,US-IBD,D,0
1047,US-IBD,D,0
1048,US-IBD,D,0
1049,US-IBD,D,0
1050,US-IBD,D,0
1051,US-IBD,D,0
1052,US-IBD,D,0
1053,US-IBD,D,0
1054,US-IBD,D,0
1055,US-IBD,D,0
1056,US-IBD,D,0
1057,US-IBD,D,0
1058,US-IBD,D,0
1059,US-IBD,D,0
1060,US-IBD,D,0
1061,US-IBD,D,0
1062,US-IBD,D,0
1063,US-IBD,D,0
1064,US-IBD,D,0
1065,US-IBD,D,0
1066,US-IBD,D,0.08085
1067,US-IBD,D,0
1068,US-IBD,D,0.075513
1069,US-IBD,D,0
1070,US-IBD,D,0
1071,US-IBD,D,0.163662
1072,US-IBD,D,0
1073,US-IBD,D,0.055796
1074,US-IBD,D,0
1075,US-IBD,D,0
1076,US-IBD,D,0
1077,US-IBD,D,0
1078,US-IBD,D,0
1079,US-IBD,D,0
1080,US-IBD,D,0.066737
1081,US-IBD,D,0
1082,US-IBD,D,0.026333
1083,US-IBD,D,0.04119
1084,US-IBD,D,0
1085,US-IBD,D,0
1086,US-IBD,D,0
1087,US-IBD,D,0
1088,US-IBD,D,0
1089,US-IBD,D,0
1090,US-IBD,D,0.065074
1091,US-IBD,D,0
1092,US-IBD,D,0.018111
1093,US-IBD,D,0
1094,US-IBD,D,0
1095,US-IBD,D,0.121317
1096,US-IBD,D,0
1097,US-IBD,D,0
1098,US-IBD,D,0
1099,US-IBD,D,0.009236
1100,US-IBD,D,0
1101,US-IBD,D,0
1102,US-IBD,D,0
1103,US-IBD,D,0
1104,US-IBD,D,0.103555
1105,US-IBD,D,0.039932
1106,US-IBD,D,0
1107,US-IBD,D,0
1108,US-IBD,D,0
1109,US-IBD,D,0.255788
1110,US-IBD,D,0
1111,US-IBD,D,0
1112,US-IBD,D,0
1113,US-IBD,D,0
1114,US-IBD,D,0
1115,US-IBD,D,0
1116,US-IBD,D,0
1117,US-IBD,D,0
1118,US-IBD,D,0
1119,US-IBD,D,0.055701
1120,US-IBD,D,0.077938
1121,US-IBD,D,0
1122,US-IBD,D,0.046611
1123,US-IBD,C,0
1124,US-IBD,C,0
1125,US-IBD,C,0
1126,US-IBD,C,0
1127,US-IBD,C,0
1128,US-IBD,C,0
1129,US-IBD,C,0
1130,US-IBD,C,0
1131,US-IBD,C,0
1132,US-IBD,C,0
1133,US-IBD,C,0.03665
1134,US-IBD,C,0
1135,US-IBD,C,0
1136,US-IBD,C,0
1137,US-IBD,C,0
1138,US-IBD,C,0.024643
1139,US-IBD,C,0
1140,US-IBD,C,0
1141,US-IBD,C,0
1142,US-IBD,C,0
1143,US-IBD,C,0
1144,US-IBD,C,0
1145,US-IBD,C,0
1146,US-IBD,C,0
1147,US-IBD,C,0.030121
1148,US-IBD,C,0
1149,US-IBD,C,0
1150,US-IBD,C,0
1151,US-IBD,C,0.035942
1152,US-IBD,C,0
1153,US-IBD,C,0
1154,US-IBD,C,0
1155,US-IBD,C,0
1156,US-IBD,C,0
1157,US-IBD,C,0.046599
1158,US-IBD,C,0
1159,US-IBD,C,0
1160,US-IBD,C,0
1161,US-IBD,C,0
1162,US-IBD,C,0
1163,US-IBD,C,0.019414
1164,US-IBD,C,0
1165,US-IBD,C,0.019402
1166,US-IBD,C,0.020553
1167,US-IBD,C,0.035578
1168,US-IBD,C,0
1169,US-IBD,C,0
1170,US-IBD,C,0.05662
1171,US-IBD,C,0
1172,US-IBD,C,0
1173,US-IBD,C,0
1174,US-IBD,C,0
1175,US-IBD,C,0.056628
1176,US-IBD,C,0.013681
1177,US-IBD,C,0
1178,US-IBD,C,0
1179,US-IBD,C,0
1180,US-IBD,C,0
1181,US-IBD,C,0
1182,US-IBD,C,0
1183,US-IBD,C,0
1184,US-IBD,C,0
1185,US-IBD,C,0
1186,US-IBD,C,0.026757
1187,US-IBD,C,0
1188,SE-Diabetic,C,0.019451958
1189,SE-Diabetic,C,0.015159453
1190,SE-Diabetic,C,0.062401899
1191,SE-Diabetic,C,0.068070172
1192,SE-Diabetic,C,0.009666292
1193,SE-Diabetic,C,0.002499077
1194,SE-Diabetic,C,0.028785796
1195,SE-Diabetic,C,0.031982942
1196,SE-Diabetic,C,0.022195683
1197,SE-Diabetic,C,0
1198,SE-Diabetic,C,0.009624812
1199,SE-Diabetic,C,0.045942268
1200,SE-Diabetic,C,0.006607367
1201,SE-Diabetic,C,0.050281089
1202,SE-Diabetic,C,0.007218
1203,SE-Diabetic,C,0.008544047
1204,SE-Diabetic,C,0.017288803
1205,SE-Diabetic,C,0.00585469
1206,SE-Diabetic,C,0
1207,SE-Diabetic,C,0
1208,SE-Diabetic,C,0.007909746
1209,SE-Diabetic,C,0.009986828
1210,SE-Diabetic,C,0.034697425
1211,SE-Diabetic,C,0.077263664
1212,SE-Diabetic,C,0
1213,SE-Diabetic,C,0.020642615
1214,SE-Diabetic,C,0.033107022
1215,SE-Diabetic,C,0.019891792
1216,SE-Diabetic,C,0.006700123
1217,SE-Diabetic,C,0.002463738
1218,SE-Diabetic,C,0.001594572
1219,SE-Diabetic,C,0.00232645
1220,SE-Diabetic,C,0.002274171
1221,SE-Diabetic,C,0.015832246
1222,SE-Diabetic,C,0.044581276
1223,SE-Diabetic,C,0.003107198
1224,SE-Diabetic,C,0.02128116
1225,SE-Diabetic,C,0.010020051
1226,SE-Diabetic,C,0.003540921
1227,SE-Diabetic,C,0.001840482
1228,SE-Diabetic,C,0.054732816
1229,SE-Diabetic,C,0.002924896
1230,SE-Diabetic,C,0
1231,SE-Diabetic,D,0.010832496
1232,SE-Diabetic,D,0.01284059
1233,SE-Diabetic,D,0.099975138
1234,SE-Diabetic,D,0.008923216
1235,SE-Diabetic,D,0.01296125
1236,SE-Diabetic,D,0.023235894
1237,SE-Diabetic,D,0.11256881
1238,SE-Diabetic,D,0.041898197
1239,SE-Diabetic,D,0.026673445
1240,SE-Diabetic,D,0.007604624
1241,SE-Diabetic,D,0.025333233
1242,SE-Diabetic,D,0.014618506
1243,SE-Diabetic,D,0.028404214
1244,SE-Diabetic,D,0.203710891
1245,SE-Diabetic,D,0
1246,SE-Diabetic,D,0.005492629
1247,SE-Diabetic,D,0.053838363
1248,SE-Diabetic,D,0
1249,SE-Diabetic,D,0.03119406
1250,SE-Diabetic,D,0.028230014
1251,SE-Diabetic,D,0.030080953
1252,SE-Diabetic,D,0.016041133
1253,SE-Diabetic,D,0.027884722
1254,SE-Diabetic,D,0
1255,SE-Diabetic,D,0.020305952
1256,SE-Diabetic,D,0.037250531
1257,SE-Diabetic,D,0.058828952
1258,SE-Diabetic,D,0.006253912
1259,SE-Diabetic,D,0.10360013
1260,SE-Diabetic,D,0.024075394
1261,SE-Diabetic,D,0.037058738
1262,SE-Diabetic,D,0.010251749
1263,SE-Diabetic,D,0.045362669
1264,SE-Diabetic,D,0.01385422
1265,SE-Diabetic,D,0.012372112
1266,SE-Diabetic,D,0.099581112
1267,SE-Diabetic,D,0.009491813
1268,SE-Diabetic,D,0.005485346
1269,SE-Diabetic,D,0.004777775
1270,SE-Diabetic,D,0.020105707
1271,SE-Diabetic,D,0.053529574
1272,SE-Diabetic,D,0.004970109
1273,SE-Diabetic,D,0.055115313
1274,SE-Diabetic,D,0.005911533
1275,SE-Diabetic,D,0.003799727
1276,SE-Diabetic,D,0
1277,SE-Diabetic,D,0
1278,SE-Diabetic,D,0
1279,SE-Diabetic,D,0.004864934
