Name	URL	ProductID	Category	Items_id	Class	Class_id	reallyPrice	originalPrice	description	shopId	favourableDesc1	favourableDesc2	goodRateShow	poorRateShow	generalRateShow	goodCount	generalCount	poorCount	commentCount	defaultGoodCount	averageScore
	https://item.jd.com/33379183705.html	33379183705	底妆	33379183705	香水彩妆	1316,1387,1420	426.00	599.00	;商品名称：阿玛尼（Armani） 阿玛尼粉底液/气垫bb霜 LSUV纯净大师粉底液4#自然偏白30ml;;商品编号：33379183705;;店铺：;毅境美妆专营店;;商品毛重：100.00g;;适合肤质：任何肤质;;功效：防晒/隔离，细致毛孔，提亮肤色，滋润/保湿;;妆效：其它;;国产/进口：进口;;分类：粉底液;;产品产地：欧美;;颜色：其它;	210240	有效期2018-12-06至2018-12-14,满399减10;有效期2018-12-06至2018-12-14,满699减30;有效期2018-12-06至2018-12-13,满1000减100		98	0	2	80	1	0	80	20	5
光感气垫cc棒遮瑕保湿水润水感防水防汗素颜裸妆粉底液修容高光cc霜增白提亮肤色 cc棒 1支装	https://item.jd.com/34191342908.html	34191342908	底妆	34191342908	香水彩妆	1316,1387,1420	69.00	99.00	;商品名称：光感气垫cc棒遮瑕保湿水润水感防水防汗素颜裸妆粉底液修容高光cc霜增白提亮肤色 cc棒 1支装;;商品编号：34191342908;;店铺：;靓丽化妆品拼购店;;商品毛重：100.00g;;适合肤质：任何肤质，干性，中性，油性，混合性，敏感性;;功效：遮瑕，提亮肤色，防水，滋润/保湿;;妆效：自然;;国产/进口：国产;;分类：粉底液;;产品产地：中国大陆;;颜色：自然色;	877079		满98元减19元，满138元减59元	99	0	1	1200	3	3	1200	600	5
cc棒粉底液气垫bb霜遮瑕保湿美嫩白防日晒隔离提亮肤色控油防水持久不易脱妆遮盖痘印黑眼圈网红抖音同款 2支装 (2#自然色)	https://item.jd.com/35513169361.html	35513169361	底妆	35513169361	香水彩妆	1316,1387,1420	338.00	368.00	;商品名称：cc棒粉底液气垫bb霜遮瑕保湿美嫩白防日晒隔离提亮肤色控油防水持久不易脱妆遮盖痘印黑眼圈网红抖音同款 2支装 (2#自然色);;商品编号：35513169361;;店铺：;唯美芊姿拼购店;;商品毛重：300.00g;;商品产地：中国大陆;;货号：尤cc棒;;适合肤质：任何肤质，干性，中性，油性，敏感性;;功效：控油，防晒/隔离，遮瑕，细致毛孔，提亮肤色，防水，滋润/保湿，其它;;妆效：自然;;国产/进口：国产;;分类：粉底液;;产品产地：中国大陆;;颜色：自然色;	872231	有效期2018-12-12至2018-12-14,满112减12;有效期2018-12-12至2018-12-14,满399减112;有效期2018-10-23至2018-12-31,满109减5		100	0	0	300	0	0	300	100	5
圣罗兰（YSL） 圣罗兰粉底液 女神逆龄粉底液BR20	https://item.jd.com/1978307887.html	1978307887	底妆	1978307887	香水彩妆	1316,1387,1420	498.00	888.00		193918			98	1	1	1800	10	10	1800	1200	5
完美日记 粉底液保湿遮瑕轻薄持久控油隔离独角兽粉底非cc棒自然裸妆不易脱妆正品 C10	https://item.jd.com/12153581312.html	12153581312	底妆	12153581312	香水彩妆	1316,1387,1420	49.90	129.00	;商品名称：完美日记 粉底液保湿遮瑕轻薄持久控油隔离独角兽粉底非cc棒自然裸妆不易脱妆正品 C10;;商品编号：12153581312;;店铺：;完美日记官方旗舰店;;商品毛重：170.00g;;商品产地：中国大陆;;适合肤质：任何肤质;;功效：遮瑕，细致毛孔，提亮肤色，滋润/保湿;;妆效：自然;;国产/进口：国产;;分类：粉底液;;产品产地：中国大陆;;颜色：自然色;	666716	有效期2018-12-10至2018-12-12,满199减30;有效期2018-12-06至2018-12-13,满1000减100	满99元减25元	99	0	1	41000	100	100	42000	33000	5
圣罗兰（YSL） 遮瑕保湿粉底液 新款超模聚焦光感粉底液#B10 30ml	https://item.jd.com/29228777278.html	29228777278	底妆	29228777278	香水彩妆	1316,1387,1420	398.00	668.00		804483	有效期2018-12-01至2018-12-13,满199减10;有效期2018-12-01至2018-12-13,满399减20;有效期2018-12-01至2018-12-13,满699减40		99	1	0	600	1	3	600	400	5
（Estee Lauder） 雅诗兰黛DW粉底液持妆/沁水粉底液 沁水粉底液61号(冷瓷色)1C0	https://item.jd.com/22373794387.html	22373794387	底妆	22373794387	香水彩妆	1316,1387,1420	435.00	488.00		733994	有效期2018-12-10至2019-01-31,满199减10;有效期2018-12-10至2019-01-31,满459减15;有效期2018-12-10至2019-01-31,满699减20		99	1	0	18000	50	60	18000	15000	5
欧诗漫OSM 珍珠晶彩焕颜修容霜BB霜30g 珍珠白 （保湿遮瑕 持久 防水裸妆 提亮肤色隔离霜）	https://item.jd.com/4309872.html	4309872	底妆	4309872	香水彩妆	1316,1387,1420	75.00	109.00	;商品名称：欧诗漫BB霜;;商品编号：4309872;;商品毛重：60.00g;;商品产地：浙江湖州;;货号：82091;;适合肤质：任何肤质;;功效：防晒/隔离，遮瑕;;妆效：自然;;国产/进口：国产;;分类：粉底霜;;产品产地：中国大陆;;颜色：自然色;	1000014349	有效期2018-12-10至2018-12-13,满159减20;有效期2018-12-10至2018-12-13,满300减50	Ã¿Âú199Ôª£¬¿É¼õ100ÔªÏÖ½ğ;Âú3¼ş£¬Á¢¼õ×îµÍ1¼şÉÌÆ·¼Û¸ñ	99	1	0	13000	50	50	13000	9400	5
	https://item.jd.com/5001363.html	5001363	底妆	5001363	香水彩妆	1316,1387,1420	52.90	70.00		1000107541	有效期2018-12-10至2018-12-12,满299减40	每满199元，可减100元现金，最多可减200元;满2件，总价打7折	99	0	1	37000	100	80	38000	30000	5
美宝莲（MAYBELLINE）梦幻丝绒蜜盒粉饼 BO0 9g（定妆修容 控油 保湿 遮瑕 彩妆）	https://item.jd.com/1297947.html	1297947	底妆	1297947	香水彩妆	1316,1387,1420	176.00	179.00	;商品名称：美宝莲梦幻丝绒蜜盒粉饼 BO0 9g;;商品编号：1297947;;商品毛重：80.00g;;商品产地：中国湖北;;适合肤质：所有肤质;;功效：遮瑕/遮盖，定妆，干湿两用;;分类：粉饼;;妆效：自然;;颜色：自然色;	1000002522		每满199元，可减100元现金;满3件，立减最低1件商品价格	98	0	2	36000	300	100	36000	20000	5
韩国直邮HERA赫妍拉气垫BB霜遮瑕BB保湿气垫 新款C21+替换装自然白	https://item.jd.com/1178273653.html	1178273653	底妆	1178273653	香水彩妆	1316,1387,1420	195.00	450.00		196536	有效期2018-10-19至2019-04-17,满205减5;有效期2018-10-19至2019-04-17,满299减10;有效期2017-09-21至2027-09-21,满399减20	满50元以折扣价在购物车换购热销商品	97	1	2	31000	400	400	32000	8300	5
CPB肌肤之钥光缎粉霜I10 SPF25.PA++ 21ml（遮瑕防晒持久不脱妆保湿自然 钻光粉霜）	https://item.jd.com/4549464.html	4549464	底妆	4549464	香水彩妆	1316,1387,1420	900.00	900.00	;商品名称：肌肤之钥粉霜;;商品编号：4549464;;商品毛重：50.00g;;商品产地：日本;;适合肤质：干性，中性，混合性;;功效：控油，防晒/隔离，遮瑕，细致毛孔，提亮肤色，滋润/保湿;;妆效：亮泽;;国产/进口：进口;;分类：粉底霜;;产品产地：日本;;颜色：白皙色;	1000102707		Âú499Ôª¼õ150Ôª	99	1	0	900	2	3	900	700	5
巴黎草莓（Embryolisse）法国大宝妆前乳保湿隔离霜打底乳明星lcc霜蓝色干性皮肤持久补水滋润 深蓝色-水润型75ml （混合肌肤油性肌肤）	https://item.jd.com/28208310461.html	28208310461	底妆	28208310461	香水彩妆	1316,1387,1420	128.00	288.00		633717	有效期2018-12-12至2018-12-12,满198减10;有效期2018-12-12至2018-12-12,满398减20	满98元以折扣价在购物车换购热销商品，满108元以折扣价在购物车换购热销商品，满118元以折扣价在购物车换购热销商品	99	1	0	3600	7	10	3600	3100	5
资生堂CPB肌肤之钥光缎粉霜O10 SPF25.PA++ 21ml（ 粉底遮瑕 持久不脱妆保湿自然 钻光粉霜）	https://item.jd.com/3926733.html	3926733	底妆	3926733	香水彩妆	1316,1387,1420	875.00	900.00	;商品名称：肌肤之钥粉霜;;商品编号：3926733;;商品毛重：50.00g;;商品产地：日本;;适合肤质：干性，中性，油性，混合性;;功效：控油，防晒/隔离，遮瑕，细致毛孔，提亮肤色;;妆效：自然;;国产/进口：进口;;分类：粉底霜;;产品产地：日本;;颜色：白皙色;	1000102707		Âú499Ôª¼õ150Ôª	99	1	0	900	2	3	900	700	5
欧莱雅（LOREAL）奇焕光采粉底液R2 适合偏白肤色（保湿 遮瑕 滋润）	https://item.jd.com/687912.html	687912	底妆	687912	香水彩妆	1316,1387,1420	237.00	240.00	;商品名称：欧莱雅粉底液;;商品编号：687912;;商品毛重：140.00g;;商品产地：中国湖北;;适合肤质：任何肤质;;功效：控油;;妆效：其它;;国产/进口：国产;;分类：粉底液;;产品产地：中国大陆;;颜色：其它;	1000002662		每满199元，可减100元现金;满3件，立减最低1件商品价格	98	1	1	97000	800	500	98000	49000	5
阿玛尼（ARMANI）凝采轻垫精华粉底液2号（樱花粉气垫 持久保湿 提亮肤色 适合白皙肌肤）	https://item.jd.com/100000809476.html	100000809476	底妆	100000809476	香水彩妆	1316,1387,1420	629.00	630.00	;商品名称：阿玛尼阿玛尼;;商品编号：100000809476;;商品毛重：100.00g;;商品产地：法国;;适合肤质：干性，中性，油性;;功效：防晒/隔离，遮瑕，提亮肤色，滋润/保湿，其它;;妆效：亮泽;;国产/进口：进口;;分类：粉底液;;产品产地：欧美;;颜色：白皙色;	1000081850		满499元减100元;购买1件可优惠换购热销商品	98	1	1	3600	20	20	3600	2800	5
【买1发3】抖音网红cc棒水光提亮肤色保湿遮瑕光感气垫防水粉底液女持久bb霜 2#自然色	https://item.jd.com/36130479444.html	36130479444	底妆	36130479444	香水彩妆	1316,1387,1420	68.00	99.00	;商品名称：【买1发3】抖音网红cc棒水光提亮肤色保湿遮瑕光感气垫防水粉底液女持久bb霜 2#自然色;;商品编号：36130479444;;店铺：;橡树美妆专营店;;商品毛重：200.00g;;适合肤质：任何肤质;;功效：控油，遮瑕，细致毛孔，提亮肤色，防水，滋润/保湿，其它;;妆效：自然;;国产/进口：国产;;分类：粉底液;;产品产地：中国大陆;;颜色：自然色;	816849		满2件，总价打8折;满99元减20元	99	1	0	500	0	1	500	50	5
	https://item.jd.com/4239293.html	4239293	腮红	4239293	香水彩妆	1316,1387,1421	215.00	450.00		1000010101	有效期2018-12-10至2018-12-12,满299减40	满399元减50元;满2件，总价打8.80折	99	0	1	10000	10	10	10000	8200	5
倩碧（CLINIQUE）小雏菊腮红15（持久显色 年轻粉嫩苹果肌 薄透质地 贴合肌肤 显白 黄皮适用）	https://item.jd.com/5187510.html	5187510	腮红	5187510	香水彩妆	1316,1387,1421	118.00	130.00	;商品名称：倩碧腮红;;商品编号：5187510;;商品毛重：40.00g;;商品产地：意大利;;妆效：哑光;;产品产地：欧美;;国产/进口：进口;;分类：单色腮红;;色系：其它;;质地：粉状;	1000006441		满499元减150元	99	1	0	6700	10	10	6700	4900	5
卡姿兰（Carslan）花漾嫩色胭脂03#小蔷裸 6.5g（持久 自然贴合 清透 裸妆）	https://item.jd.com/1731157.html	1731157	腮红	1731157	香水彩妆	1316,1387,1421	55.00	69.00	;商品名称：卡姿兰花漾嫩色胭脂03#;;商品编号：1731157;;商品毛重：7.00g;;商品产地：广州;;妆效：哑光;;产品产地：中国大陆;;国产/进口：国产;;分类：单色腮红;;色系：橘色系;;质地：粉状;	1000002523		满99元减20元;满299元减30元	98	0	2	100000	1400	400	110000	54000	5
玛丽黛佳（MARIE DALGAR）元气风动三色腮红 03清新裸 6g( 腮红 裸妆 橘粉 高光修容 持久自然 彩妆）	https://item.jd.com/3385890.html	3385890	腮红	3385890	香水彩妆	1316,1387,1421	59.00	69.00	;商品名称：玛丽黛佳腮红;;商品编号：3385890;;商品毛重：70.00g;;商品产地：中国上海;;妆效：其它;;产品产地：中国大陆;;国产/进口：国产;;分类：双色腮红;;色系：多色;;质地：粉状;	1000002502	有效期2018-12-01至2018-12-31,满99减10	每满199元，可减100元现金;满199元减100元	99	0	1	91000	300	100	92000	66000	5
美宝莲（MAYBELLINE）微醺情报渐变腮红 04 5.35g（腮红 渐变色 修容 持久自然 彩妆）	https://item.jd.com/4667802.html	4667802	腮红	4667802	香水彩妆	1316,1387,1421	127.00	130.00	;商品名称：美宝莲腮红;;商品编号：4667802;;商品毛重：50.00g;;商品产地：中国湖北;;妆效：自然;;功效：提升气色;;分类：多色腮红;;质地：其它;;颜色：其它;	1000002522		每满199元，可减100元现金;满3件，立减最低1件商品价格	99	0	1	27000	100	60	27000	20000	5
	https://item.jd.com/5001427.html	5001427	腮红	5001427	香水彩妆	1316,1387,1421	225.00	320.00		1000010101	有效期2018-12-10至2018-12-12,满299减40	满399元减50元;满2件，总价打8.80折	99	0	1	10000	10	10	10000	8200	5
NARS 美国纳斯 Blush炫色腮红/胭脂 4.8G Orgasm 经典高潮	https://item.jd.com/1964928075.html	1964928075	腮红	1964928075	香水彩妆	1316,1387,1421	169.00	800.00		171308	有效期2018-12-12至2018-12-19,满299减10;有效期2018-12-12至2018-12-19,满599减30	满49元以折扣价在购物车换购热销商品，满59元以折扣价在购物车换购热销商品，满69元以折扣价在购物车换购热销商品	99	0	1	6600	20	10	6700	4700	5
完美日记心机微醺液体颊彩保湿液体腮红提亮肤色轻薄服帖 白兰地亚历山大	https://item.jd.com/31643629129.html	31643629129	腮红	31643629129	香水彩妆	1316,1387,1421	35.90	69.00	;商品名称：完美日记心机微醺液体颊彩保湿液体腮红提亮肤色轻薄服帖 白兰地亚历山大;;商品编号：31643629129;;店铺：;完美日记官方旗舰店;;商品毛重：10.00g;;商品产地：中国大陆;;产品产地：中国大陆;;国产/进口：国产;;分类：单色腮红;;色系：橘色系;;质地：液/露状;	666716	有效期2018-12-10至2018-12-12,满199减30;有效期2018-12-06至2018-12-13,满1000减100	满71元减26元	99	0	1	4800	10	3	4800	3900	5
玛丽黛佳（MARIE DALGAR） 元气风动三色腮红 02雨林粉 6g( 腮红 裸妆 橘粉 高光修容 持久自然 彩妆）	https://item.jd.com/3385874.html	3385874	腮红	3385874	香水彩妆	1316,1387,1421	68.00	69.00	;商品名称：玛丽黛佳腮红;;商品编号：3385874;;商品毛重：70.00g;;商品产地：中国上海;;妆效：其它;;产品产地：中国大陆;;国产/进口：国产;;分类：多色腮红;;色系：多色;;质地：粉状;	1000002502	有效期2018-12-01至2018-12-31,满99减10	每满199元，可减100元现金;满199元减100元	99	0	1	91000	300	100	92000	66000	5
完美日记 PERFECT DIARY  心机微醺液体颊彩 液体腮红 04 白兰地亚历山大6ml（水润柔滑 自然通透 轻薄贴肤）	https://item.jd.com/100000395293.html	100000395293	腮红	100000395293	香水彩妆	1316,1387,1421	45.00	69.00	;商品名称：完美日记腮红;;商品编号：100000395293;;商品毛重：40.00g;;商品产地：中国广东省广州市;;货号：6970582794564;;妆效：闪光/珠光;;产品产地：中国大陆;;国产/进口：国产;;分类：单色腮红;;色系：橘色系;;质地：液/露状;	1000118121		满199元减100元;满3件，立减最低1件商品价格	99	1	0	7100	8	10	7100	6000	5
卡姿兰（Carslan）花漾嫩色胭脂01#小桃粉（持久 自然贴合 清透 裸妆 腮红）	https://item.jd.com/1847488.html	1847488	腮红	1847488	香水彩妆	1316,1387,1421	55.00	69.00	;商品名称：卡姿兰花漾嫩色胭脂01#小桃粉;;商品编号：1847488;;商品毛重：53.00g;;商品产地：广州;;妆效：哑光;;产品产地：中国大陆;;国产/进口：国产;;分类：单色腮红;;色系：粉色系;;质地：粉状;	1000002523		满99元减20元;满299元减30元	98	0	2	100000	1400	400	110000	54000	5
美宝莲 MAYBELLINE 定制腮红30Rose 4.5g（fit me腮红持久自然亲肤贴合自然红润）	https://item.jd.com/7834884.html	7834884	腮红	7834884	香水彩妆	1316,1387,1421	87.00	89.00	;商品名称：美宝莲定制腮红;;商品编号：7834884;;商品毛重：31.00g;;商品产地：中国湖北宜昌;;妆效：哑光;;产品产地：中国大陆;;国产/进口：国产;;分类：单色腮红;;色系：橘色系;;质地：粉状;	1000002522		每满199元，可减100元现金;满3件，立减最低1件商品价格	99	0	1	5100	9	4	5100	4000	5
纳斯NARS腮红经典炫色 哑光珠光红润显白气质提亮胭脂高潮Orgasm Deep throat GINA蜜橘色4007（哑光）	https://item.jd.com/33263484805.html	33263484805	腮红	33263484805	香水彩妆	1316,1387,1421	178.00	499.00		138365		满999元减40元，满1999元减100元	100	0	0	90	0	0	90	70	5
	https://item.jd.com/6291027.html	6291027	腮红	6291027	香水彩妆	1316,1387,1421	52.00	119.00		1000107541	有效期2018-12-10至2018-12-12,满299减40	满2件，总价打5折;每满199元，可减100元现金，最多可减200元	99	0	1	8000	10	10	8000	6400	5
NARS 美国纳斯 Blush炫色腮红/胭脂 4.8G Deep Throat 深喉	https://item.jd.com/1964928078.html	1964928078	腮红	1964928078	香水彩妆	1316,1387,1421	160.00	800.00		171308	有效期2018-12-12至2018-12-19,满299减10;有效期2018-12-12至2018-12-19,满599减30	满49元以折扣价在购物车换购热销商品，满59元以折扣价在购物车换购热销商品，满69元以折扣价在购物车换购热销商品	99	0	1	6600	20	10	6700	4700	5
完美日记（PERFECT DIARY） 心机微醺液体颊彩 液体腮红 02 玫瑰莫斯卡托6ml	https://item.jd.com/100000395351.html	100000395351	腮红	100000395351	香水彩妆	1316,1387,1421	45.00	69.00	;商品名称：完美日记腮红;;商品编号：100000395351;;商品毛重：40.00g;;商品产地：中国广东省广州市;;货号：6970582797695;;妆效：哑光;;产品产地：中国大陆;;国产/进口：国产;;分类：单色腮红;;色系：粉色系;;质地：液/露状;	1000118121		满199元减100元;满3件，立减最低1件商品价格	99	1	0	7100	8	10	7100	6000	5
玛丽黛佳（MARIE DALGAR） 元气风动三色腮红 04阳光橘 6g( 腮红 裸妆 橘粉 高光修容 持久自然 彩妆）	https://item.jd.com/3385888.html	3385888	腮红	3385888	香水彩妆	1316,1387,1421	68.00	69.00	;商品名称：玛丽黛佳腮红;;商品编号：3385888;;商品毛重：70.00g;;商品产地：中国上海;;妆效：其它;;产品产地：中国大陆;;国产/进口：国产;;分类：多色腮红;;色系：橘色系;;质地：粉状;	1000002502	有效期2018-12-01至2018-12-31,满99减10	每满199元，可减100元现金;满199元减100元	99	0	1	91000	300	100	92000	66000	5
欧珀莱（AUPRES） 花漾娇容腮红 3g（101柔脂红）（细腻亲肤、显色自然）	https://item.jd.com/5243125.html	5243125	腮红	5243125	香水彩妆	1316,1387,1421	104.00	131.00	;商品名称：欧珀莱腮红;;商品编号：5243125;;商品毛重：70.00g;;商品产地：上海;;妆效：自然;;功效：提升气色;;分类：多色腮红;;质地：粉状;;颜色：橘色系;	1000002586		满290元、450元、590元可得相应赠品，赠完即止，请在购物车点击领取	99	0	1	3600	9	2	3600	2900	5
美宝莲 MAYBELLINE 定制腮红15Nude 4.5g（fit me腮红持久自然亲肤贴合自然红润）	https://item.jd.com/8048491.html	8048491	腮红	8048491	香水彩妆	1316,1387,1421	87.00	89.00	;商品名称：美宝莲定制腮红;;商品编号：8048491;;商品毛重：31.00g;;商品产地：中国湖北宜昌;;妆效：哑光;;产品产地：中国大陆;;国产/进口：国产;;分类：单色腮红;;色系：橘色系;;质地：粉状;	1000002522		每满199元，可减100元现金;满3件，立减最低1件商品价格	99	0	1	5100	9	4	5100	4000	5
完美日记（PERFECT DIARY）心机微醺液体颊彩 液体腮红 03 龙舌兰日出6ml（水润柔滑 自然通透 轻薄贴肤）	https://item.jd.com/100000339530.html	100000339530	腮红	100000339530	香水彩妆	1316,1387,1421	45.00	69.00	;商品名称：完美日记腮红;;商品编号：100000339530;;商品毛重：40.00g;;商品产地：中国广东省广州市;;货号：6970582795899;;妆效：哑光;;产品产地：中国大陆;;国产/进口：国产;;分类：单色腮红;;色系：橘色系;;质地：液/露状;	1000118121		满199元减100元;满3件，立减最低1件商品价格	99	1	0	7100	8	10	7100	6000	5
NARS腮红（胭脂）柔粉色 DEEP THROAT  4.8g	https://item.jd.com/100000788986.html	100000788986	腮红	100000788986	香水彩妆	1316,1387,1421	269.00	380.00	;商品名称：NARS腮红;;商品编号：100000788986;;商品毛重：55.00g;;商品产地：加拿大;;妆效：其它;;产品产地：欧美;;国产/进口：进口;;分类：单色腮红;;色系：其它;;质地：粉状;	1000121443		满499元减150元;满299元减30元	100	0	0	100	0	0	100	100	5
美宝莲（MAYBELLINE）定制腮红35Coral 4.5g（fit me腮红持久自然亲肤贴合自然红润）	https://item.jd.com/8048497.html	8048497	腮红	8048497	香水彩妆	1316,1387,1421	87.00	89.00	;商品名称：美宝莲定制腮红;;商品编号：8048497;;商品毛重：31.00g;;商品产地：中国湖北宜昌;;妆效：哑光;;产品产地：中国大陆;;国产/进口：国产;;分类：单色腮红;;色系：橘色系;;质地：粉状;	1000002522		每满199元，可减100元现金;满3件，立减最低1件商品价格	99	0	1	5100	9	4	5100	4000	5
日本LADUREE拉杜丽情人节礼物贵族浮饰经典玫瑰花瓣腮红刷 02蜜桃色芯+盅+腮红刷	https://item.jd.com/1983284690.html	1983284690	腮红	1983284690	香水彩妆	1316,1387,1421	1500.00	2600.00		644132		满199元以折扣价在购物车换购热销商品	99	0	1	400	2	2	400	300	5
美宝莲 MAYBELLINE 定制腮红25Pink 4.5g（fit me腮红持久自然亲肤贴合自然红润）	https://item.jd.com/8048493.html	8048493	腮红	8048493	香水彩妆	1316,1387,1421	87.00	89.00	;商品名称：美宝莲定制腮红;;商品编号：8048493;;商品毛重：31.00g;;商品产地：中国湖北宜昌;;妆效：哑光;;产品产地：中国大陆;;国产/进口：国产;;分类：单色腮红;;色系：粉色系;;质地：粉状;	1000002522		每满199元，可减100元现金;满3件，立减最低1件商品价格	99	0	1	5100	9	4	5100	4000	5
菲美人 气垫腮红粉四色可选 裸妆 自然防水胭脂粉 修颜提亮肤色 2#清新粉	https://item.jd.com/23613396122.html	23613396122	腮红	23613396122	香水彩妆	1316,1387,1421	49.00	99.00	;商品名称：菲美人 气垫腮红粉四色可选 裸妆 自然防水胭脂粉 修颜提亮肤色 2#清新粉;;商品编号：23613396122;;店铺：;东信化妆品专营店;;商品毛重：10.00g;;妆效：哑光;;产品产地：中国大陆;;国产/进口：国产;;分类：单色腮红;;色系：粉色系;;质地：粉状;	586310		满3件，立减最低1件商品价格;满2件，总价打8折	99	0	1	2500	5	5	2500	1200	5
完美日记心机微醺液体颊彩保湿液体腮红提亮肤色轻薄服帖 龙舌兰日出	https://item.jd.com/33022450884.html	33022450884	腮红	33022450884	香水彩妆	1316,1387,1421	35.90	69.00	;商品名称：完美日记心机微醺液体颊彩保湿液体腮红提亮肤色轻薄服帖 龙舌兰日出;;商品编号：33022450884;;店铺：;完美日记官方旗舰店;;商品毛重：10.00g;;商品产地：中国大陆;;产品产地：中国大陆;;国产/进口：国产;;分类：单色腮红;;色系：橘色系;;质地：液/露状;	666716	有效期2018-12-10至2018-12-12,满199减30;有效期2018-12-06至2018-12-13,满1000减100	满71元减26元	99	0	1	4800	10	3	4800	3900	5
玛丽黛佳（MARIE DALGAR）【玛丽黛佳旗舰店】元气风动三色腮红裸妆修容小脸持久自然彩妆 A1010-3清新裸	https://item.jd.com/10940528703.html	10940528703	腮红	10940528703	香水彩妆	1316,1387,1421	68.00	69.00	;商品名称：玛丽黛佳（MARIE DALGAR）【玛丽黛佳旗舰店】元气风动三色腮红裸妆修容小脸持久自然彩妆 A1010-3清新裸;;商品编号：10940528703;;店铺：;玛丽黛佳旗舰店;;商品毛重：6.00g;;妆效：其它;;产品产地：中国大陆;;国产/进口：国产;;分类：多色腮红;;色系：粉色系;;质地：粉状;	34695	有效期2018-12-10至2018-12-16,满99减10;有效期2018-12-06至2018-12-13,满1000减100	满3件，立减最低1件商品价格;每满199元，可减100元现金	99	0	1	8300	30	20	8400	5900	5
纳斯（NARS） 纳斯炫色腮红胭脂 DEEP THROAT深hou微珠光	https://item.jd.com/32896750228.html	32896750228	腮红	32896750228	香水彩妆	1316,1387,1421	178.00	360.00	;商品名称：纳斯（NARS） 纳斯炫色腮红胭脂 DEEP THROAT深hou微珠光;;商品编号：32896750228;;店铺：;星琦美妆专营店;;商品毛重：100.00g;;货号：NS0001;;妆效：其它;;产品产地：欧美;;国产/进口：进口;;分类：单色腮红;;色系：其它;;质地：其它;	852807	有效期2018-11-20至2019-01-03,满199减5;有效期2018-11-20至2019-01-03,满399减10;有效期2018-12-06至2019-01-03,满599减20	满9元以折扣价在购物车换购热销商品	100	0	0	70	0	0	70	10	5
玛丽黛佳（MARIE DALGAR） 元气风动三色腮红 01云雾粉 6g( 腮红 裸妆 橘粉 高光修容 持久自然 彩妆）	https://item.jd.com/3385876.html	3385876	腮红	3385876	香水彩妆	1316,1387,1421	68.00	69.00	;商品名称：玛丽黛佳腮红;;商品编号：3385876;;商品毛重：70.00g;;商品产地：中国上海;;妆效：其它;;产品产地：中国大陆;;国产/进口：国产;;分类：多色腮红;;色系：多色;;质地：粉状;	1000002502	有效期2018-12-01至2018-12-31,满99减10	满199元减100元;满3件，立减最低1件商品价格	99	0	1	91000	300	100	92000	66000	5
NARS腮红（胭脂）愉悦红粉色 ORGASM    4.8g	https://item.jd.com/100000788958.html	100000788958	腮红	100000788958	香水彩妆	1316,1387,1421	269.00	380.00	;商品名称：NARS腮红;;商品编号：100000788958;;商品毛重：55.00g;;商品产地：加拿大;;妆效：其它;;产品产地：欧美;;国产/进口：进口;;分类：单色腮红;;色系：粉色系;;质地：粉状;	1000121443		满499元减150元;满299元减30元	100	0	0	100	0	0	100	100	5
【送腮红刷】纳斯NARS腮红高潮泰姬陵gina/Sex appeal单色腮红盘4.8g 0rgasm高潮	https://item.jd.com/1965904773.html	1965904773	腮红	1965904773	香水彩妆	1316,1387,1421	178.00	350.00		123541	有效期2018-11-12至2019-02-09,满399减10;有效期2018-12-10至2018-12-16,满499减20;有效期2018-12-10至2018-12-16,满499减20	满150元以折扣价在购物车换购热销商品，满200元以折扣价在购物车换购热销商品，满250元以折扣价在购物车换购热销商品	99	0	1	1300	4	4	1300	900	5
	https://item.jd.com/37097866046.html	37097866046	腮红	37097866046	香水彩妆	1316,1387,1421	39.90	169.00	;商品名称：妮蔻（NICO） 小蘑菇腮红裸妆保湿提亮肤色高光持久修容胭脂膏彩妆控油定妆粉 元气橘;;商品编号：37097866046;;店铺：;NICO旗舰店;;商品毛重：200.00g;;商品产地：中国大陆;;妆效：哑光;;产品产地：中国大陆;;国产/进口：国产;;分类：单色腮红;;色系：粉色系;;质地：粉状;	671762		每满199元，可减100元现金，包邮（限中国内地）;满50元减5元，满100元减10元，满200元减20元	100	0	0	100	0	0	100	9	5
	https://item.jd.com/2194904.html	2194904	腮红	2194904	香水彩妆	1316,1387,1421	102.00	185.00		1000010101		满2件，总价打5折;每满199元，可减100元现金，最多可减200元	99	0	1	13000	5	2	13000	13000	5
Mistine（蜜丝婷）画出奇迹双头修容棒 3.9g （防水 不晕染 光影塑形 立体V脸）泰国进口	https://item.jd.com/6166028.html	6166028	腮红	6166028	香水彩妆	1316,1387,1421	69.90	108.00	;商品名称：Mistine修容棒;;商品编号：6166028;;商品毛重：20.00g;;商品产地：泰国;;货号：8855629009291;;适合肤质：任何肤质;;功效：控油，防晒/隔离，遮瑕，细致毛孔，提亮肤色，防水，滋润/保湿;;妆效：自然;;国产/进口：进口;;分类：粉底膏;;产品产地：泰国;;颜色：自然色;	1000092494		满199元减100元;满3件，立减最低1件商品价格	98	1	1	1400	8	10	1400	1100	5
