Name	URL	ProductID	Category	Items_id	Class	Class_id	reallyPrice	originalPrice	description	shopId	favourableDesc1	favourableDesc2	goodRateShow	poorRateShow	generalRateShow	goodCount	generalCount	poorCount	commentCount	defaultGoodCount	averageScore
Chanel香奈儿邂逅柔情淡香水 50ml（又名：香奈儿邂逅柔情淡香水（瓶装）50ml）	https://item.jd.com/323578.html	323578	香水	323578	香水彩妆	1316,1387,11932	791.00	850.00	;商品名称：香奈儿香水;;商品编号：323578;;商品毛重：160.00g;;商品产地：法国;;适用性别：女;;香调：花果香调;;净含量：31ml-100ml;;包装：独立装;;分类：淡香水EDT;;适用场景：日常，约会，商务，party聚会，运动，旅行;	1000005182		Âú1000Ôª¼õ100Ôª	96	2	2	65000	1000	1000	67000	15000	5
范思哲(VERSACE)晶钻女用香水 30ml (又名：范思哲(VERSACE)晶钻女士香水 30ml) 持久自然	https://item.jd.com/234431.html	234431	香水	234431	香水彩妆	1316,1387,11932	299.00	460.00	;商品名称：范思哲香水;;商品编号：234431;;商品毛重：160.00g;;商品产地：意大利;;国产/进口：进口;;适用性别：女士;;产品产地：意大利;;香调：花果香调;;净含量：16mL-30mL;;分类：淡香水EDT;;包装：独立包装;;适用场景：日常，职场，约会，情趣，送礼;	1000002281	有效期2018-12-12至2018-12-13,满500减50		97	1	2	140000	2000	1200	140000	50000	5
迪奥（Dior）迪奥小姐花漾淡香氛(EDT) 50ml（又名:迪奥小姐花漾淡香水）	https://item.jd.com/259359.html	259359	香水	259359	香水彩妆	1316,1387,11932	699.00	830.00	;商品名称：迪奥香水;;商品编号：259359;;商品毛重：200.00g;;商品产地：法国;;适用性别：女;;香调：花果香调;;净含量：31ml-100ml;;包装：独立装;;分类：淡香水EDT;;适用场景：日常，约会，商务，party聚会，旅行，其它;	1000081945		满499元减100元;满499元减100元	97	2	1	36000	400	500	37000	13000	5
菲拉格慕（Ferragamo）蓝色经典男士淡香水（香氛）50ml	https://item.jd.com/189101.html	189101	香水	189101	香水彩妆	1316,1387,11932	169.00	551.00	;商品名称：菲拉格慕男士淡香水;;商品编号：189101;;商品毛重：250.00g;;商品产地：意大利;;国产/进口：进口;;适用性别：男士;;产品产地：意大利;;香调：花果香调;;净含量：31mL-50mL;;分类：淡香水EDT;;包装：独立包装;;适用场景：日常，运动，约会，旅行;	1000005242		满499元减150元	97	1	2	190000	2600	1700	200000	95000	5
CHANEL香奈儿蔚蓝男士淡香水50ml	https://item.jd.com/575518.html	575518	香水	575518	香水彩妆	1316,1387,11932	669.00	690.00	;商品名称：香奈儿香水;;商品编号：575518;;商品毛重：230.00g;;商品产地：法国;;适用性别：男;;香调：木质香调;;净含量：31ml-100ml;;包装：独立装;;分类：淡香水EDT;;适用场景：日常，约会，商务，party聚会，运动，旅行;	1000005182		满1000元减100元	97	1	2	12000	100	100	13000	3200	5
古驰（GUCCI）罪爱女用淡香水 30ml（又名：古驰（GUCCI）罪爱女士淡香水 30ml )	https://item.jd.com/517756.html	517756	香水	517756	香水彩妆	1316,1387,11932	389.00	660.00	;商品名称：古驰香水;;商品编号：517756;;商品毛重：220.00g;;商品产地：法国;;国产/进口：进口;;适用性别：女士;;产品产地：法国;;香调：花果香调;;净含量：16mL-30mL;;分类：淡香水EDT;;包装：独立包装;;适用场景：日常，约会，旅行;	1000005174			97	1	2	90000	900	900	92000	36000	5
	https://item.jd.com/1024127744.html	1024127744	香水	1024127744	香水彩妆	1316,1387,11932	520.00	750.00	;商品名称：【送礼盒+手提袋】迪奥（Dior）小姐花漾甜心女士淡香水50ml（EDT）花果香调;;商品编号：1024127744;;店铺：;美伊美;;商品毛重：200.00g;;商品产地：法国;;国产/进口：进口;;适用性别：女士;;产品产地：法国;;香调：花果香调;;净含量：31mL-50mL;;分类：淡香水EDT;;包装：其它;;适用场景：日常，聚会，约会，送礼;	37206	有效期2018-12-06至2018-12-13,满1000减100	满199元以折扣价在购物车换购热销商品	97	2	1	28000	200	400	28000	17000	5
祖玛珑 （jomalone ）蓝风铃香水30ml (女士香水）	https://item.jd.com/2273740.html	2273740	香水	2273740	香水彩妆	1316,1387,11932	588.00	620.00	;商品名称：祖玛珑香水;;商品编号：2273740;;商品毛重：160.00g;;商品产地：英国;;国产/进口：进口;;适用性别：女士;;产品产地：英国;;香调：花果香调;;净含量：16mL-30mL;;分类：古龙水EDC;;包装：独立包装;;适用场景：日常，职场，聚会，运动，约会，旅行，情趣，送礼;	1000002742	有效期2018-12-12至2018-12-13,满500减50	满499元减150元	99	1	0	46000	100	200	47000	33000	5
	https://item.jd.com/10583209489.html	10583209489	香水	10583209489	香水彩妆	1316,1387,11932	385.00	1999.00	;商品名称：香奈儿（Chanel） 女士香水 粉色邂逅柔情发香雾35ml（赠香奈儿礼袋）;;商品编号：10583209489;;店铺：;优品美妆专营店;;商品毛重：120.00g;;国产/进口：进口;;适用性别：通用;;产品产地：其它;;香调：花果香调;;净含量：51mL-75mL;;分类：淡香水EDT;;包装：独立包装;;适用场景：日常;	10736	有效期2018-11-30至2018-12-31,满99减5;有效期2018-11-30至2018-12-31,满399减10;有效期2018-11-30至2018-12-31,满699减20	满69元以折扣价在购物车换购热销商品	98	2	0	10000	50	100	11000	7900	5
古驰（GUCCI）罪爱女用淡香水 50ml（又名：古驰（GUCCI）罪爱女性淡香水 50ml )	https://item.jd.com/517762.html	517762	香水	517762	香水彩妆	1316,1387,11932	699.00	850.00	;商品名称：古驰香水;;商品编号：517762;;商品毛重：250.00g;;商品产地：法国;;国产/进口：进口;;适用性别：女士;;产品产地：法国;;香调：花果香调;;净含量：31mL-50mL;;分类：淡香水EDT;;包装：独立包装;;适用场景：日常，约会，旅行;	1000005174	有效期2018-12-12至2018-12-13,满500减50	满499元减150元	97	1	2	90000	900	900	92000	36000	5
古驰（GUCCI）绚丽栀子淡香水 30ml （又名：古驰绚丽栀子香型女用淡香水 30ml）	https://item.jd.com/958435.html	958435	香水	958435	香水彩妆	1316,1387,11932	389.00	660.00	;商品名称：古驰淡香水;;商品编号：958435;;商品毛重：220.00g;;商品产地：法国;;国产/进口：进口;;适用性别：女士;;产品产地：法国;;香调：花果香调;;净含量：16mL-30mL;;分类：淡香水EDT;;包装：独立包装;;适用场景：日常，运动，约会，旅行，情趣，其它;	1000005174			98	2	0	30000	100	100	30000	20000	5
迪奥（Dior）男士香水淡香水 Sauvage旷野男士淡香水 60ml	https://item.jd.com/3531334.html	3531334	香水	3531334	香水彩妆	1316,1387,11932	628.00	680.00	;商品名称：迪奥香水;;商品编号：3531334;;商品毛重：260.00g;;商品产地：其他;;国产/进口：进口;;适用性别：男士;;产品产地：其它;;香调：其它;;净含量：51mL-75mL;;分类：淡香水EDT;;包装：独立包装;;适用场景：日常，职场，聚会，约会，旅行，情趣，送礼，户外;	1000081945		满499元减100元;满499元减100元	98	1	1	4800	20	20	4900	3000	5
【礼盒包装】香奈儿（Chanel）香水女士淡香水花果香调 粉色柔情邂逅淡香水EDT  50ml	https://item.jd.com/1703479061.html	1703479061	香水	1703479061	香水彩妆	1316,1387,11932	639.00	1999.00	;商品名称：【礼盒包装】香奈儿（Chanel）香水女士淡香水花果香调 粉色柔情邂逅淡香水EDT  50ml;;商品编号：1703479061;;店铺：;美伊美;;商品毛重：400.00g;;商品产地：法国;;国产/进口：进口;;适用性别：女士;;产品产地：法国;;香调：花果香调;;净含量：31mL-50mL;;分类：淡香水EDT;;包装：其它;;适用场景：日常，聚会，约会，旅行，送礼，户外;	37206	有效期2018-12-06至2018-12-13,满1000减100	满199元以折扣价在购物车换购热销商品	97	2	1	32000	300	500	33000	18000	5
范思哲(VERSACE)男士香水 50ml 清新时尚 低调典雅 深沉性感	https://item.jd.com/323529.html	323529	香水	323529	香水彩妆	1316,1387,11932	415.00	560.00	;商品名称：范思哲男士香水;;商品编号：323529;;商品毛重：240.00g;;商品产地：意大利;;国产/进口：进口;;适用性别：男士;;产品产地：意大利;;香调：木质香调;;净含量：31mL-50mL;;分类：淡香水EDT;;包装：独立包装;;适用场景：日常，聚会，约会，送礼;	1000002281	有效期2018-12-12至2018-12-13,满500减50	满499元减150元	97	1	2	36000	500	400	37000	13000	5
迪奥（Dior）克丽丝汀迪奥真我香氛/女士香水/EDP 持久香氛系列 50ml	https://item.jd.com/395626.html	395626	香水	395626	香水彩妆	1316,1387,11932	899.00	950.00	;商品名称：迪奥香水;;商品编号：395626;;商品毛重：260.00g;;商品产地：其他;;香调：花果香调;;国产/进口：进口;;限量款：否;;适用性别：女士;;产品产地：其它;;净含量：31mL-50mL;;包装：独立包装;;分类：浓香水EDP;;适用场景：日常，聚会，运动，约会，旅行，送礼，户外;	1000081945		满499元减100元	97	2	1	27000	300	300	27000	8800	5
范思哲（VERSACE）迪伦女士香水 30ml（又名范思哲蓝颜瓶）	https://item.jd.com/100001262853.html	100001262853	香水	100001262853	香水彩妆	1316,1387,11932	590.00	620.00	;商品名称：范思哲香水;;商品编号：100001262853;;商品毛重：220.00g;;商品产地：意大利;;适用性别：女士;;产品产地：意大利;;香调：花果香调;;净含量：16mL-30mL;;包装：独立包装;;国产/进口：进口;;分类：浓香水EDP;	1000002281	有效期2018-12-12至2018-12-13,满500减50	满499元减150元	98	2	0	1400	6	10	1500	1000	5
女士喷雾香水小样自然清新 男士持久淡香芬芳清爽淡雅 费洛蒙 女士香水30ml	https://item.jd.com/37786361030.html	37786361030	香水	37786361030	香水彩妆	1316,1387,11932	68.00	580.00	;商品名称：女士喷雾香水小样自然清新 男士持久淡香芬芳清爽淡雅 费洛蒙 女士香水30ml;;商品编号：37786361030;;店铺：;美聚化妆品专营店;;商品毛重：150.00g;;适用性别：女士;;产品产地：中国;;香调：清新香调;;净含量：16mL-30mL;;包装：礼盒包装;;国产/进口：国产;;分类：淡香水EDT;	796961			99	1	0	2000	0	1	2000	300	5
【限时抢两件7.5折】法颂男士香水持久清新淡香男人味 蓝调海洋木质100ml古龙香水男送小样	https://item.jd.com/29503780778.html	29503780778	香水	29503780778	香水彩妆	1316,1387,11932	89.00	299.00	;商品名称：【限时抢两件7.5折】法颂男士香水持久清新淡香男人味 蓝调海洋木质100ml古龙香水男送小样;;商品编号：29503780778;;店铺：;法颂旗舰店;;商品毛重：150.00g;;货号：6937433700419;;国产/进口：国产;;适用性别：男士;;产品产地：中国;;香调：海洋香调;;净含量：76mL-100mL;;分类：淡香水EDT;;包装：礼盒包装;;适用场景：日常，职场，聚会，运动，约会，旅行，送礼，户外，其它;	158961	有效期2018-11-28至2018-12-31,满59减5;有效期2018-11-28至2018-12-31,满99减10;有效期2018-12-12至2018-12-12,满199减100	满2件，总价打7.50折	99	0	1	9600	30	20	9700	5000	5
	https://item.jd.com/1026563726.html	1026563726	香水	1026563726	香水彩妆	1316,1387,11932	89.00	258.00	;商品名称：【品牌自营】亚菲儿非凡男士香水100ML香水男士古龙水持久淡香清新法国专柜品质时尚清新送小样;;商品编号：1026563726;;店铺：;亚菲儿官方旗舰店;;商品毛重：350.00g;;国产/进口：国产;;适用性别：男士;;产品产地：中国;;香调：木质香调;;净含量：76mL-100mL;;分类：浓香水EDP;;包装：独立包装;;适用场景：日常;	27898	有效期2018-12-06至2018-12-13,满1000减100	满2件，总价打8折	98	1	1	51000	300	200	52000	33000	5
宝格丽（BVLGARI）碧蓝男性淡香水100ml（水能量 香水男士）持久淡香 清新优雅	https://item.jd.com/6013163.html	6013163	香水	6013163	香水彩妆	1316,1387,11932	649.00	860.00	;商品名称：宝格丽碧蓝男性淡香水100ml;;商品编号：6013163;;商品毛重：360.00g;;商品产地：意大利;;国产/进口：进口;;适用性别：通用;;产品产地：意大利;;香调：海洋香调;;净含量：76mL-100mL;;分类：淡香水EDT;;包装：独立包装;;适用场景：日常，运动，约会，旅行，情趣，其它;	1000091581	有效期2018-12-12至2018-12-13,满500减50	满499元减150元	99	1	0	11000	20	50	11000	8900	5
Chanel香奈儿邂逅淡香水50ml	https://item.jd.com/189081.html	189081	香水	189081	香水彩妆	1316,1387,11932	791.00	850.00	;商品名称：香奈儿香水;;商品编号：189081;;商品毛重：180.00g;;商品产地：法国;;适用性别：女;;香调：花果香调;;净含量：31ml-100ml;;包装：独立装;;分类：淡香水EDT;;适用场景：日常，约会，商务，party聚会，运动，旅行;	1000005182		Âú1000Ôª¼õ100Ôª	96	2	2	65000	1000	1000	67000	15000	5
安娜苏（Anna sui）筑梦天马淡香水 30ml（又名：安娜苏（Anna sui）独角兽淡香水 30ml）	https://item.jd.com/8354857.html	8354857	香水	8354857	香水彩妆	1316,1387,11932	389.00	450.00	;商品名称：安娜苏香水;;商品编号：8354857;;商品毛重：250.00g;;商品产地：美国;;国产/进口：进口;;适用性别：女士;;产品产地：美国;;香调：花果香调;;净含量：16mL-30mL;;分类：淡香水EDT;;包装：独立包装;;适用场景：日常，职场，聚会，运动，约会，旅行，情趣，送礼，户外，其它;	1000005110	有效期2018-12-12至2018-12-13,满500减50	满299元减60元	99	1	0	4200	8	9	4200	3300	5
菲拉格慕（Ferragamo）梦中情人淡香水30ml 香水女士（新老包装随机发货）	https://item.jd.com/207991.html	207991	香水	207991	香水彩妆	1316,1387,11932	109.00	460.00	;商品名称：菲拉格慕香水;;商品编号：207991;;商品毛重：160.00g;;商品产地：意大利;;国产/进口：进口;;适用性别：女士;;产品产地：意大利;;香调：花果香调;;净含量：16mL-30mL;;分类：淡香水EDT;;包装：独立包装;;适用场景：日常，约会，旅行;	1000005242		满499元减150元;满299元减60元	97	1	2	210000	3900	2000	210000	75000	5
卡尔文克雷恩（Calvin Klein）因为你男用淡香水100ml（又名CK因为你男士香水）	https://item.jd.com/207886.html	207886	香水	207886	香水彩妆	1316,1387,11932	299.00	551.00	;商品名称：卡文克莱男用淡香水;;商品编号：207886;;商品毛重：400.00g;;商品产地：美国/法国/西班牙;;国产/进口：进口;;适用性别：男士;;产品产地：美国;;香调：木质香调;;净含量：76mL-100mL;;分类：淡香水EDT;;包装：独立包装;;适用场景：日常，运动，约会，旅行，情趣;	1000005193		满299元减60元	97	1	2	61000	900	400	63000	27000	5
迪奥（Dior）迪奥小姐花漾淡香氛（EDT）30ml（迪奥小姐花漾淡香水 甜心 花香调）	https://item.jd.com/361348.html	361348	香水	361348	香水彩妆	1316,1387,11932	540.00	590.00	;商品名称：迪奥香水;;商品编号：361348;;商品毛重：180.00g;;商品产地：其他;;国产/进口：进口;;适用性别：女士;;产品产地：其它;;香调：花果香调;;净含量：16mL-30mL;;分类：淡香水EDT;;包装：独立包装;;适用场景：日常，聚会，运动，约会，旅行，送礼;	1000081945		满499元减100元	97	2	1	36000	400	500	37000	13000	5
	https://item.jd.com/1012041234.html	1012041234	香水	1012041234	香水彩妆	1316,1387,11932	79.00	198.00	;商品名称：【品牌自营】精美礼盒亚菲儿女士香水女士持久淡香清新50ml香水女士法国专柜正品女人味送香水小样;;商品编号：1012041234;;店铺：;亚菲儿官方旗舰店;;商品毛重：150.00g;;国产/进口：国产;;适用性别：女士;;产品产地：中国;;香调：混合香调;;净含量：31mL-50mL;;分类：浓香水EDP;;包装：礼盒包装;;适用场景：日常，职场，聚会，运动，约会，旅行，送礼，户外，其它;	27898	有效期2018-12-06至2018-12-13,满1000减100	满2件，总价打8折	98	1	1	79000	800	400	81000	37000	5
古驰 GUCCI  绚丽栀子香型女性淡香水（2018年限量版）50ml	https://item.jd.com/100000431190.html	100000431190	香水	100000431190	香水彩妆	1316,1387,11932	688.00	841.00	;商品名称：古驰淡香水;;商品编号：100000431190;;商品毛重：260.00g;;商品产地：法国;;国产/进口：进口;;适用性别：女士;;产品产地：法国;;香调：花果香调;;净含量：31mL-50mL;;分类：淡香水EDT;;包装：独立包装;;适用场景：日常，运动，约会，旅行;	1000005174	有效期2018-12-12至2018-12-13,满500减50	满499元减150元	98	2	0	30000	100	100	30000	20000	5
冰希黎【品牌自营】流沙金女士香水60ml 持久淡香学生自然清新网红抖音香水优雅玫瑰高贵女送小样	https://item.jd.com/31464764560.html	31464764560	香水	31464764560	香水彩妆	1316,1387,11932	198.00	278.00	;商品名称：冰希黎【品牌自营】流沙金女士香水60ml 持久淡香学生自然清新网红抖音香水优雅玫瑰高贵女送小样;;商品编号：31464764560;;店铺：;冰希黎旗舰店;;商品毛重：50.00g;;商品产地：中国大陆;;货号：69560086013261;;香调：花果香调;;国产/进口：国产;;限量款：否;;适用性别：女士;;产品产地：中国;;净含量：76mL-100mL;;包装：礼盒包装;;分类：淡香水EDT;;适用场景：日常，职场，聚会，运动，约会，旅行，情趣，送礼，户外，其它;	26259		满99元减20元;满3件，立减最低1件商品价格	99	0	1	2200	5	3	2200	1400	5
香奈儿可可小姐香水50ml	https://item.jd.com/506552.html	506552	香水	506552	香水彩妆	1316,1387,11932	1049.00	1060.00	;商品名称：香奈儿香水;;商品编号：506552;;商品毛重：160.00g;;商品产地：法国;;适用性别：女;;香调：花果香调;;净含量：31ml-100ml;;包装：独立装;;分类：浓香水EDP;;适用场景：日常，约会，商务，party聚会，运动，旅行;	1000005182		Âú1000Ôª¼õ100Ôª	97	1	2	15000	200	200	15000	4800	5
香奈儿可可小姐淡香水 50ml（又名：香奈儿可可小姐淡香水（瓶装） 50ml）	https://item.jd.com/307546.html	307546	香水	307546	香水彩妆	1316,1387,11932	842.00	850.00	;商品名称：香奈儿香水;;商品编号：307546;;商品毛重：180.00g;;商品产地：法国;;适用性别：女;;香调：东方香调;;净含量：31ml-100ml;;包装：独立装;;分类：淡香水EDT;;适用场景：日常，约会，商务，party聚会，运动，旅行;	1000005182		满1000元减100元	97	1	2	15000	200	200	15000	4800	5
香奈儿（Chanel） 女士淡香水套装持久淡香正品Q版小样2ml 香奈儿香水小样7支装（6种香型）	https://item.jd.com/28428689131.html	28428689131	香水	28428689131	香水彩妆	1316,1387,11932	188.00	298.00	;商品名称：香奈儿（Chanel） 女士淡香水套装持久淡香正品Q版小样2ml 香奈儿香水小样7支装（6种香型）;;商品编号：28428689131;;店铺：;森雅美妆专营店;;商品毛重：500.00g;;商品产地：法国;;香调：花果香调;;国产/进口：进口;;限量款：否;;适用性别：女士;;产品产地：法国;;净含量：5mL及以下;;包装：Q版香水;;分类：淡香水EDT;;适用场景：日常，职场，聚会，运动，约会，旅行，情趣，送礼，户外，其它;	754010			99	1	0	5100	10	20	5200	3900	5
	https://item.jd.com/26853048791.html	26853048791	香水	26853048791	香水彩妆	1316,1387,11932	49.00	59.00	;商品名称：【第二件1元】花之物语男士香水持久淡香清新自然男人味男女可用香氛费洛蒙非古龙水蔚蓝男士香水50ml;;商品编号：26853048791;;店铺：;鹿尚美妆专营店;;商品毛重：360.00g;;香调：花果香调;;国产/进口：国产;;限量款：否;;适用性别：通用;;产品产地：中国;;净含量：31mL-50mL;;包装：独立包装;;分类：淡香水EDT;;适用场景：日常，职场，聚会，约会，旅行，情趣，户外，其它;	772557	有效期2018-12-11至2018-12-17,满99减10;有效期2018-12-11至2018-12-17,满399减150	满3件，立减最低1件商品价格;满2件，总价打8折	99	0	1	22000	100	50	22000	15000	5
香奈儿邂逅清新淡香水50ml新老包装随机发放	https://item.jd.com/189083.html	189083	香水	189083	香水彩妆	1316,1387,11932	830.00	850.00	;商品名称：香奈儿香水;;商品编号：189083;;商品毛重：160.00g;;商品产地：法国;;适用性别：女;;香调：木质香调;;净含量：31ml-100ml;;包装：独立装;;分类：淡香水EDT;;适用场景：日常，约会，商务，party聚会，旅行;	1000005182		满1000元减100元	96	2	2	65000	1000	1000	67000	15000	5
Chanel香奈儿邂逅柔情淡香水100ml（又名：香奈儿邂逅柔情淡香水（瓶装）100ml）	https://item.jd.com/761685.html	761685	香水	761685	香水彩妆	1316,1387,11932	1202.00	1240.00	;商品名称：香奈儿香水;;商品编号：761685;;商品毛重：270.00g;;商品产地：法国;;适用性别：女;;香调：花果香调;;净含量：31ml-100ml;;包装：独立装;;分类：淡香水EDT;;适用场景：日常，约会，商务，party聚会，旅行;	1000005182		Âú1000Ôª¼õ100Ôª	96	2	2	65000	1000	1000	67000	15000	5
迪奥（Dior）克里丝汀迪奥真我香氛（EDP）30ml（迪奥香水 女士香水 持久香氛系列）	https://item.jd.com/395625.html	395625	香水	395625	香水彩妆	1316,1387,11932	648.00	770.00	;商品名称：迪奥香水;;商品编号：395625;;商品毛重：180.00g;;商品产地：其他;;香调：花果香调;;国产/进口：进口;;限量款：否;;适用性别：女士;;产品产地：其它;;净含量：16mL-30mL;;包装：独立包装;;分类：浓香水EDP;;适用场景：日常，聚会，运动，约会，旅行，情趣，送礼;	1000081945		满499元减100元;满499元减100元	97	2	1	27000	300	300	27000	8800	5
迪奥（Dior）克里丝汀迪奥真我香氛/女士香水/EDP 持久香氛系列 100ml	https://item.jd.com/259348.html	259348	香水	259348	香水彩妆	1316,1387,11932	1299.00	1400.00	;商品名称：迪奥香水;;商品编号：259348;;商品毛重：440.00g;;商品产地：其他;;香调：花果香调;;国产/进口：进口;;限量款：否;;适用性别：女士;;产品产地：其它;;净含量：76mL-100mL;;包装：独立包装;;分类：浓香水EDP;;适用场景：日常，职场，聚会，运动，约会，旅行，情趣，送礼;	1000081945		满499元减100元	97	2	1	27000	300	300	27000	8800	5
	https://item.jd.com/349928.html	349928	香水	349928	香水彩妆	1316,1387,11932	1249.00	1280.00	;商品名称：迪奥香氛;;商品编号：349928;;商品毛重：366.00g;;商品产地：其他;;香调：东方香调;;国产/进口：进口;;限量款：否;;适用性别：女士;;产品产地：其它;;净含量：76mL-100mL;;包装：独立包装;;分类：淡香水EDT;;适用场景：日常，职场，聚会，运动，约会，旅行，情趣，送礼，户外;	1000081945		满499元减100元;满499元减100元	97	2	1	8500	80	100	8700	3900	5
	https://item.jd.com/10786724936.html	10786724936	香水	10786724936	香水彩妆	1316,1387,11932	795.00	1850.00	;商品名称：香奈儿（Chanel） 女士淡香水 五号清新之水 5号之水 50ml（赠礼袋）;;商品编号：10786724936;;店铺：;优品美妆专营店;;商品毛重：20.00g;;适用性别：女士;;产品产地：其它;;香调：花果香调;;净含量：31mL-50mL;;包装：独立包装;;国产/进口：进口;;分类：淡香水EDT;	10736	有效期2018-11-30至2018-12-31,满699减20;有效期2018-12-06至2018-12-13,满1000减100;有效期2018-11-30至2018-12-31,满399减10	满69元以折扣价在购物车换购热销商品	98	1	1	3000	20	20	3000	2100	5
范思哲(VERSACE)晶钻女用香水 50ml (又名：范思哲(VERSACE)晶钻女士香水 50ml) 持久自然	https://item.jd.com/265532.html	265532	香水	265532	香水彩妆	1316,1387,11932	515.00	660.00	;商品名称：范思哲香水;;商品编号：265532;;商品毛重：412.00g;;商品产地：意大利;;国产/进口：进口;;适用性别：女士;;产品产地：意大利;;香调：花果香调;;净含量：31mL-50mL;;分类：淡香水EDT;;包装：独立包装;;适用场景：日常，职场，约会，送礼;	1000002281	有效期2018-12-12至2018-12-13,满500减50		97	1	2	140000	2000	1200	140000	50000	5
菲拉格慕（Ferragamo）蓝色经典男士淡香水（香氛）100ml	https://item.jd.com/323571.html	323571	香水	323571	香水彩妆	1316,1387,11932	239.00	660.00	;商品名称：菲拉格慕男士淡香水;;商品编号：323571;;商品毛重：440.00g;;商品产地：意大利;;国产/进口：进口;;适用性别：男士;;产品产地：意大利;;香调：花果香调;;净含量：76mL-100mL;;分类：淡香水EDT;;包装：独立包装;;适用场景：日常，运动，约会，旅行;	1000005242		满499元减150元;满299元减60元	97	1	2	190000	2600	1700	200000	95000	5
	https://item.jd.com/14186005469.html	14186005469	香水	14186005469	香水彩妆	1316,1387,11932	368.00	899.00	;商品名称：香奈儿（Chanel） Chanel香奈儿香水女士邂逅系列 粉色柔情发香雾35ml;;商品编号：14186005469;;店铺：;万尔化妆品专营店;;商品毛重：500.00g;;国产/进口：进口;;适用性别：女士;;产品产地：法国;;香调：混合香调;;净含量：31mL-50mL;;分类：香发喷雾;;包装：独立包装;;适用场景：日常，约会;	687647		Âú299Ôª¼õ10Ôª	99	1	0	10000	30	70	10000	7500	5
菲拉格慕（Ferragamo）蓝色经典男士淡香水（香氛）30ml	https://item.jd.com/3226320.html	3226320	香水	3226320	香水彩妆	1316,1387,11932	99.00	460.00	;商品名称：菲拉格慕香水;;商品编号：3226320;;商品毛重：160.00g;;商品产地：意大利;;国产/进口：进口;;适用性别：男士;;产品产地：意大利;;香调：花果香调;;净含量：16mL-30mL;;分类：淡香水EDT;;包装：独立包装;;适用场景：日常，运动，约会，旅行;	1000005242		满499元减150元;满299元减60元	97	1	2	190000	2600	1700	200000	95000	5
	https://item.jd.com/32852213790.html	32852213790	香水	32852213790	香水彩妆	1316,1387,11932	26.90	39.00	;商品名称：【两瓶40元 买二送二】男士香水 持久淡香清新古龙香水男 非费洛蒙香水50ml;;商品编号：32852213790;;店铺：;慕语化妆品专营店;;商品毛重：100.00g;;国产/进口：国产;;适用性别：男士;;产品产地：中国;;香调：海洋香调;;净含量：31mL-50mL;;分类：淡香水EDT;;包装：独立包装;;适用场景：日常，职场，聚会，运动，旅行，送礼，户外，其它;	793052	有效期2018-12-06至2018-12-13,满1000减100	满19元以折扣价在购物车换购热销商品;满51元减13元，满59元减15元，满199元减100元	99	0	1	9800	40	20	9900	5300	5
迪奥（Dior）迪奥小姐花漾淡香氛（EDT）100ml（又名：迪奥小姐花漾淡香水）甜心花香调	https://item.jd.com/816495.html	816495	香水	816495	香水彩妆	1316,1387,11932	1039.00	1220.00	;商品名称：迪奥香水;;商品编号：816495;;商品毛重：330.00g;;商品产地：其他;;香调：花果香调;;国产/进口：进口;;限量款：否;;适用性别：通用;;产品产地：其它;;净含量：76mL-100mL;;包装：独立包装;;分类：淡香水EDT;;适用场景：日常，运动，约会，旅行;	1000081945		满499元减100元;满499元减100元	97	2	1	36000	400	500	37000	13000	5
迪奥（Christian Dior） 迪奥DIOR淡香水EDT 迪奥香水小样套装 香氛Q版香水礼盒 迪奥小样四件套装 5ml*4 真我*2+甜心+魅惑	https://item.jd.com/33645959238.html	33645959238	香水	33645959238	香水彩妆	1316,1387,11932	120.00	880.00		201007	有效期2018-12-01至2018-12-31,满139减5;有效期2018-12-01至2018-12-31,满269减10;有效期2018-12-01至2018-12-31,满399减15	满199元即赠热销商品，赠完即止，满299元即赠热销商品，赠完即止，请在购物车点击领取	99	1	0	2100	6	9	2100	1600	5
范思哲（VERSACE）爱罗斯男士香水 30ml 清新时尚 低调典雅 深沉性感	https://item.jd.com/1044533.html	1044533	香水	1044533	香水彩妆	1316,1387,11932	359.00	460.00	;商品名称：范思哲爱罗斯男士香水 30ml;;商品编号：1044533;;商品毛重：190.00g;;商品产地：意大利;;国产/进口：进口;;适用性别：男士;;产品产地：意大利;;香调：东方香调;;净含量：16mL-30mL;;分类：淡香水EDT;;包装：独立包装;;适用场景：日常，职场，聚会，情趣;	1000002281	有效期2018-12-12至2018-12-13,满500减50	满499元减150元	98	1	1	6700	40	40	6800	3500	5
	https://item.jd.com/100000852769.html	100000852769	香水	100000852769	香水彩妆	1316,1387,11932	119.00	369.00	;商品名称：娜赛儿泉水城香水;;商品编号：100000852769;;商品毛重：80.00g;;商品产地：苏州市;;货号：100000852769;;香调：花果香调;;国产/进口：国产;;限量款：否;;适用性别：通用;;产品产地：中国;;净含量：31mL-50mL;;包装：礼盒包装;;分类：浓香水EDP;;适用场景：日常，职场，聚会，运动，约会，旅行，送礼;	1000128913		满299元减30元	99	0	1	2200	3	1	2200	500	5
